Sergio Fajardo hizo el oso en Bogota|Sergio Fajardo hacer_el_oso Bogota|-3
Colombia Humana Internacional en Twitter: ;#ColombiaHumana El nodo internacional en Francia ya está listo para comenzar nuestra campaña presidencial por @petrogustavo presidente.;@juanflorians @Col_Ext_Petro… https://t.co/SiEXKE601S;| #colombiahuman nod internacional franci list comenz campañ presidencial @petrogustav presidente  @juanflorians @col_ext_petr    |5
Sarita 💅 en Twitter: ;De la polarización de ayer terminé bebiendo en #LaBodegaDePetro;| polariz ayer termine beb #labodegadepetr   |0
matador en Twitter: ;Esto es grave, muy grave - Los que votaron por Petro podrán ser perseguidos si triunfa la Extrema Derecha https://t.co/c1UfK6OXvJ;| grave  grave vot petr podran persegu triunf _ultra_derecha   |-3
Kike Steve VOLVOlosa #666 en #LaBodegaDePetro en Twitter: ;En cuanto al planteamiento de reformas sociales si hay una gran afinidad politica; porque en materia de libertades públicas, derechos políticos y medios de comunicación Petro es mucho mas flexible y cercano ideológicamente a figuras como Pepe Mujica y @LulapeloBrasil… https://t.co/8oeCI8xCPd;| planteamient reform sociales afin polit  materi libertades public  derech politic medi comunic petr flexible cercan ideologic figur _pepe_mujica @lulapelobrasil    |3
NTV CLBIA en Twitter: ;Anoche hice mi tarea, faltan Uds pero seguiremos adelante.… ;| anoche hice tare  falt segu adel       |2
Adam Smith Liberty🔔 en Twitter: ;¿Y Bateman? ¡Por el amor de Dios! ¿Cuáles eran las ideas de Bateman? ¿Cómo se asesina a un secuestrado por el que no pagaron el rescate? Nunca “caminarán juntas” ideas de un Estadista, como Álvaro Gómez, con la verborrea de un asesino, como Jaime Bateman.… https://t.co/gKsOjypxQb;|  batem   amor dios   cuales ide batem   como asesin secuestr no pag rescate  nunc “camin junt  ide estad  alvar  verborre asesin  batem       |4
NTV CLBIA en Twitter: ;Más adelante propongo de lo que me gustaría que petro cambiara.… ;| adel propong gust petr cambi      |0
Daniel Andrés en Twitter: ;Que @ColombiaHumana_ deje ese cuento chino de miedo. No tenemos miedo! lo que tenemos es muchas ganas de derrotarlos en las urnas, porque queremos un mejor país.… https://t.co/TXmnCV5Qbj;| @colombiahumana_ cuent chin mied  No mied  gan derrotarl urnas  querem mejor pais      |5
PIERRE ALEE en Twitter: ;La previsible guerra sucia no va a parar la avalancha @petrogustavo @angelamrobledo https://t.co/Qc0US3uARE #PetroEnSoacha #PetroPresidente #AngelaRobledoLaVice;| previs guerr suci no par avalanch @petrogustav @angelamrobled #petroensoach #petropresidente #angelarobledolavice   |5
angela ospina en Twitter: ;Con la designación  de @angelamrobledo , se confirma que Consulta Inclusión por La Paz, fue un mecanismo SOLO para buscar  financiación a la candidatura presidencial de @petrogustavo, y @carlosecaicedo se prestó al juego. ;Recursos públicos para satisfacer egos.;| design  @angelamrobled   confirm consult inclusion paz  mecan sol busc  financi candidatur presidencial @petrogustav  @carlosecaiced prest jueg   recurs public satisfac egos    |-1
jocy quintero en Twitter: ;Dios permita y no tenga NINGUN inconveniente, es la mejor eleccion que ;EL;  decente pudo elegir!! Son IDENTICOS  en su proceder, ambiciones, odios,  deslealtades, improvisaciones y  oportunismo. Tienen asegurada su derrota en las urnas!!… https://t.co/K6i88cPqqD;| dios permit no tenga ningun inconveniente  mejor eleccion    decente eleg   ident  proced  ambiciones  odi   deslealtades  improvis  oportun  tienen asegur derrot urnas       |2
Hucotor en Twitter: ;No mas farc;No mas eln;No más santos;No más petro;No mas timo;No más Cepeda;No más comunismo disfrazado de progresista… https://t.co/3pLGY65AFy;| No farc No eln No más sant No más petr No tim No más ceped No más comun disfraz progres    |3
A Ortega en Twitter: ;Razones para votar por Petro tenemos de sobra. Razones de ellos para votar por Duque: es el q dice Uribe. Vamos a multiplicar por 3 nuestros votos. #PetroPresidente y #AngelaRobledoLaVice;| razones vot petr sobr  razones vot duque  uribe  vam multiplic vot  #petropresidente #angelarobledolavice   |4
fabio ospina en Twitter: ;Si gana @petrogustavo hay tenemos mínimo tres ministros.… ;| Si gan @petrogustav minim ministr      |2
El Patriota Rebelde en Twitter: ;Y además muy argumentado lo que dice, pero se limita a hablar de los demás (le faltó decir que con @petrogustavo seremos como Venezuela). ¿Y qué hay de su plan de gobierno?… https://t.co/FpXjUdOQde;| ademas argument  limit habl (le falt @petrogustav seremos venezuela)   plan      |0
yoligrilla en Twitter: ;Nairo ‘embaló’ a Petro por uso de su imagen y la de su familia en campaña /elecciones-2018/gustavo-petro-usa-su-imagen-nairo-quintana-durante-campana-PP455813 vía @PulzoCol;| ‘embalo’ petr famili campañ /elecciones-2018/gustavo-petro-usa-su-imagen-nairo-quintana-durante-campana-pp455813 @pulzocol   |-1
JodiendoLaPtaVida ⛔️ en Twitter: ;Esa fue la consulta de toda la derecha contra Petro. ;Petro solo, tiene 3 millones de votos. ;Si unieran alcanzarían a competir. Pero es que Fajardo ni pasará de 1 millón de Votos.… https://t.co/MxDkIt4DLY;| esa consult derech petr   petr  vot   Si unieran alcanz compet  fajard ni pas millon vot      |0
MarcoCalderonSuarez en Twitter: ;🤣🤣🤣 igual q en la consulta, todas las encuestas y algunas encuestadoras daban por ganador a Petro. Y el resultado se vio en las urnas… https://t.co/XGrXm4ohpo;| 🤣🤣🤣 igual consult  encuest encuest daban ganador petr  result vio urnas    |5
Gustavo Sabogal en Twitter: ;Y otra más para quienes dicen que Peñalosa recibió una ciudad en bancarrota.;https://t.co/w59qXgqOUG… https://t.co/6LjwlOZybF;| más peñal recib ciud bancarrot      |0
Sofy Casas en Twitter: ;Petro terminó de caer. Si alguien tenía dudas sobre su alianza con el Chavismo, ya no queda la menor duda; al poner a Ángela Robledo como fórmula Vicepresidencial, confirman q él es el candidato de las Farc. Está más q comprado los vínculos de Farc con el NarcoChavismo y Cuba.;| petr termin caer  Si dud alianz chavism  no menor dud  pon angel formul vicepresidencial  confirm candidat farc  más compr vincul farc narcochav cub    |-3
Brayan A. Lizcano C. en Twitter: ;Yo voy con @petrogustavo y la #ColombiaHumana y no pienso discutirlo con NADIE. #ColombiaDecide;| @petrogustav #colombiahuman no piens discutirl nadie  #colombiadecide   |5
Rubén Darío en Twitter: ;Con una diferencia de más del 90% de votos, en una consulta la cual perdieron, no entiendo cuál es la idea de seguir gastando lo que no tienen, en llenar plazas públicas y demás, solo para subir, por mucho, un 5% más. Es preferible votar en blanco. ¡Piensen!… https://t.co/AC4oh0ZD8C;| diferente más vot  consult perd  no entiend ide segu gast no  llen plaz public  sub   más  prefer vot blanc   piensen        |3
Joha en Twitter: ;Ojalá. Los verdes ayer los vi muy agresivos con Petro. 😷🤔🤔🤔… https://t.co/WQFUogCr5D;| ojal  verdes ayer agres petr  😷🤔🤔🤔    |-1
Orates en Naves en Twitter: ;No te lo pegues en la cabeza, no creo que tengas tanta, tanta, pero tanta puntería para atinarle al cerebro...… https://t.co/7s40JkNh8D;| No pegues cabez  no tengas   punt atinarle cerebr       |0
Memín en Twitter: ;Mi estimada @ClaudiaLopez por qué no te sientas con @sergio_fajardo, luego le ofrecen a @petrogustavo incluir dentro de su programa la 5 propuestas fundamentales de Petro. Pero pedir que renuncie a su candidatura porque si, no me parece.;| estim @claudialopez no sient @sergio_fajard  ofrecen @petrogustav inclu program propuest fundamentales petr  ped renuncie candidatur  no     |2
Eduardo Cote en Twitter: ;Le mechoniada que se viene entre las verduleras Robledo y López va a ser de alquilar balcón. Fajardo va a tratar de ponerle bozal a una de las locas, pero Petro va a uchar a la otra. @ClaudiaLopez  @sergio_fajardo  Cuando se meta Martín será para Nobel @MartinSantosR;| mechoni verduler robled lopez alquil balcon  fajard trat ponerle bozal loc  petr  @claudialopez  @sergio_fajard  met nobel      |-1
⚡️Ay Colombia :( en Twitter: ;Lo chevere es que en las encuestas de Twitter es que Petro siempre gana por el tema de los Bots, pero en la vida real no se ven esos votos. Pajazos mentales definitivamente.… https://t.co/WfZsb4Gtzc;| chevere encuest petr gan tem bots  vid real no vot  pajaz mentales definitiv     |1
Noticias Uno en Twitter: ;#Política / Ángela María Robledo renunció a @PartidoVerdeCoL para unirse como fórmula vicepresidencial a la campaña de @petrogustavo… https://t.co/92OUArtURs;| #politic angel renunc @partidoverdecol unirse formul campañ @petrogustav    |3
🇨🇴Gus✏️ en Twitter: ;📌Las Promesas de ‘Petro’ a la #BogotáHúmana;Una pequeña prueba de lo que haría como Presidente❗️;#CuidadoConElPetroChavismo… https://t.co/KkQjNO4wsL;| 📌las promes ‘petro’ #bogotahuman pequeñ prueb hari presidente❗️ #cuidadoconelpetrochav    |0
Las2orillas en Twitter: ;Minutos después de ser anunciada como vice de Petro, la vice de Fajardo hace duras acusaciones a quien hasta hoy era su copartidaria https://t.co/lM37ihknWp;| minut despues anunci vice petr  vice fajard dur acus copartidari   |-1
Fercho Vargas en Twitter: ;Entonces la culpa es de Petro?… ;| culp petr       |0
Sebastián Suárez C. en Twitter: ;Pablo, acaso no soy libre de elegir donde hacer mi ;pedagogía;? Soy activo en las calles y también en las redes. El debate político se trata de respeto, el cual siempre le hemos guardado a los candidatos a pesar de las diferencias, Claudia responde los ataques malintencionados.… https://t.co/A5gEm6SdUO;| pabl  acas no libre eleg  pedagog   activ calles redes  debate politic trat respet  guard candidat pes diferente  claudi responde ataques malintencion       |3
Gustavo E. Mestre C. en Twitter: ;Siempre he admirado sus intervenciones y logros en el #Congreso, pero precisamente este tipo de comentarios son los que le hacen mas daño a la izquierda del país, porque mas bien no invita a unir fuerza en vez de crear más divisiones en la izquierda colombiana. #PetroPresidente.… https://t.co/2M6q7ornER;| siempre admir intervenciones logr #congres  precis tip comentari dañ izquierd pais  bien no invit unir fuerz cre más divisiones izquierd colombian  #petropresidente      |4
cristian gonzalez en Twitter: ;Amigo Luis infórmate primero, y quieres saber que hizo el M-19, una cosita que se llama tutela. Antes de que le salga el uribesti, infórmate primero… https://t.co/2XfBLoPdOu;| amig informate  quieres hiz m-19  cosit tutel  antes salg uribesti  informate     |3
Nicolás Amon en Twitter: ;A ver, Petro es el que aliena a la derecha, es el que tiene los votos pero no los suficientes, es el hace que Fajardo pierda y no nos libere de Uribe, perfecto. ;¿Entonces porque cuando Petro les propuso una consulta entre Fajardo y él dijeron que no?;|  petr alien derech  vot no suficientes  fajard pierd no libere uribe  perfect    petr propus consult fajard dijeron no     |4
Stephanie Rendon en Twitter: ;Si señora!!! Lo qué hay es equipo!!!! #PetroPresidente… https://t.co/Vddt7qk4lD;| Si señor    equip     #petropresidente    |5
Channa en Twitter: ;Señora @ClaudiaLopez mi voto siempre fue por usted, pero con ese odio visceral que promueve hacia Petro me decepciona, adiós, perdió unos cuantos votos, el mio y de mi familia.;| señor @claudialopez vot  odi visceral promueve petr decepcion  adios  perd vot  famili     |-3
Hollman Morris en Twitter: ;Invito a la ciudadanía a acompañar a @petrogustavo a su inscripción como candidato presidencial, la cita es a las 4pm, en la Registraduria Nacional. Los esperamos.… https://t.co/l86IVnu4IH;| invit ciudadan acompañ @petrogustav inscripcion candidat presidencial  cit  registraduri  esper        |5
Johnny Polo en Twitter: ;Directamente desde #LaBodegaDePetro en Barrancabermeja, información importante por favor RT @petrogustavo @GustavoBolivar @ColombiaHumana_ @progresistascol @Barranca… https://t.co/Kyq0tJztkq;| direct #labodegadepetr barrancabermej  inform import @petrogustav @gustavoboliv @colombiahumana_ @progresistascol @barranc    |3
Galpa en Twitter: ;Otra muestra más de Petro que no respeta normas no instituciones… ;| muestr más petr no respet norm no institu     |1
William en Twitter: ;¿Qué puede pensar de los paneles solares de Petro un habitante de Puerto Mosquito que se gana 300 mil pesos diarios con jugos? ;;Petro es el candidato de la juventud aburguesada bogotana. Con buenas intenciones. Pero errada.;|  pens paneles solares petr habit puert mosquit gan diari jug    petr candidat juventud aburgues bogotan  buen intenciones  errad     |4
Lucas Restrepo en Twitter: ;Tengo amigos de todas partes y de todos los colores políticos y sociales. Y jamás había visto tantos consensos al rededor de @petrogustavo y @angelamrobledo. La gente no come de ya de ideologías. La gente quiere programas reales y honestos;#PetroPresidente ;#AngelaRobledoLaVice;| teng amig colores politic sociales  jamas había consens rededor @petrogustav @angelamrobled  gente no come ideolog  gente program reales honest #petropresidente  #angelarobledolavice    |5
Ausentismo Votación© en Twitter: ;En cierto tiempo muchos les tocó sentarse a dialogar con ellos así como Juan pis lo abrazó pero no veo más que ese gesto obligado e interesado. Esa gente de las FARC y demás son detestables incluyendo ciertos politicos que se disfrazan de justicia y otros de paz.… https://t.co/IO8WuyB7hV;| toc sentarse dialog abraz no más gest oblig interes  gente farc detest incluyend polit disfraz justici paz         |-3
Noticias RCN en Twitter: ;Ángela María Robledo (@angelamrobledo) es la fórmula vicepresidencial de Gustavo Petro (@petrogustavo) ➡ https://t.co/lSRH0SKJHx… https://t.co/t5hEbQDHeQ;| angel (@angelamrobledo) formul _gustavo_petro (@petrogustavo) ➡    |2
Ronald Camacho en Twitter: ;Lo vivido el domingo nos hace recordar lo vivido con el polo años atrás donde petro dividió el polo y también perdió en las votaciones… https://t.co/QB0yyOB0mc;| viv record viv pol años atras petr divid pol perd votaciones    |1
Melys García en Twitter: ;#SabadoPedagogico;en el Municipio Urdaneta del Edo  Miranda intetesados por conocer sobre EL PETRO Y LA CRIPTOMONEDA.;EXITO!!!; #FelizSabado @NicolasMaduro @HectoRodriguez @JauaMiranda @maestratuitera @lilianacontigo @rosabecerra3 @MPPEDUCACION @cenamec_centros… https://t.co/HHCqL8a71i;| municipi  intetes conoc petr criptomoned      #felizsab @nicolasmadur                  |4
Gustavo Petro en Twitter: ;Anclarse en el pasado, en el siglo XIX; hundirse en el atraso violento; o mirar el siglo XXI con alegría y esperanza, con la certeza que la vida siempre prevalecerá. Una Colombia Democrática, diversa, equilibrada con la naturaleza, pacífica, apasionada y racional es posible… https://t.co/Vq3CdiQjCQ;| anclarse pas  sigl xix  hundirse atras violent  mir _sigloXXI alegr esper  certez vid prevalec  democrat  divers  equilibr naturalez  pacific  apasion racional posible       |5
FABIO H. LACOUTURE en Twitter: ;Eso es la misma bazofia que hoy @petrogustavo es un ex pregunto o sea hoy las víctimas los asesinados los secuestrados los asaltados los robados los atrapados las violadas las víctimas de estos degenerados pasarán a ser EX ? SI ES ASÍ ENTONCES DEVUELVAN TODO LO QUE HAN QUITADO… https://t.co/DFqrYPxHSW;| bazofi @petrogustav ex pregunt victim asesin secuestr asalt rob atrap viol victim degener pas EX   SI asi entonces devuelv tod han quit     |-3
